Number of Points: 2500
-1, 1, -1
-1, 0.959184, -0.959184
-1, 0.918367, -0.918367
-1, 0.877551, -0.877551
-1, 0.836735, -0.836735
-1, 0.795918, -0.795918
-1, 0.755102, -0.755102
-1, 0.714286, -0.714286
-1, 0.673469, -0.673469
-1, 0.632653, -0.632653
-1, 0.591837, -0.591837
-1, 0.55102, -0.55102
-1, 0.510204, -0.510204
-1, 0.469388, -0.469388
-1, 0.428571, -0.428571
-1, 0.387755, -0.387755
-1, 0.346939, -0.346939
-1, 0.306122, -0.306122
-1, 0.265306, -0.265306
-1, 0.22449, -0.22449
-1, 0.183673, -0.183673
-1, 0.142857, -0.142857
-1, 0.102041, -0.102041
-1, 0.0612245, -0.0612245
-1, 0.0204082, -0.0204082
-1, -0.0204082, 0.0204082
-1, -0.0612245, 0.0612245
-1, -0.102041, 0.102041
-1, -0.142857, 0.142857
-1, -0.183674, 0.183674
-1, -0.22449, 0.22449
-1, -0.265306, 0.265306
-1, -0.306122, 0.306122
-1, -0.346939, 0.346939
-1, -0.387755, 0.387755
-1, -0.428571, 0.428571
-1, -0.469388, 0.469388
-1, -0.510204, 0.510204
-1, -0.55102, 0.55102
-1, -0.591837, 0.591837
-1, -0.632653, 0.632653
-1, -0.673469, 0.673469
-1, -0.714286, 0.714286
-1, -0.755102, 0.755102
-1, -0.795918, 0.795918
-1, -0.836735, 0.836735
-1, -0.877551, 0.877551
-1, -0.918367, 0.918367
-1, -0.959184, 0.959184
-1, -1, 1
-0.959184, 0.959184, -1
-0.959184, 0.920033, -0.959184
-0.959184, 0.880883, -0.918367
-0.959184, 0.841733, -0.877551
-0.959184, 0.802582, -0.836735
-0.959184, 0.763432, -0.795918
-0.959184, 0.724282, -0.755102
-0.959184, 0.685131, -0.714286
-0.959184, 0.645981, -0.673469
-0.959184, 0.60683, -0.632653
-0.959184, 0.56768, -0.591837
-0.959184, 0.52853, -0.55102
-0.959184, 0.489379, -0.510204
-0.959184, 0.450229, -0.469388
-0.959184, 0.411079, -0.428571
-0.959184, 0.371928, -0.387755
-0.959184, 0.332778, -0.346939
-0.959184, 0.293628, -0.306122
-0.959184, 0.254477, -0.265306
-0.959184, 0.215327, -0.22449
-0.959184, 0.176177, -0.183673
-0.959184, 0.137026, -0.142857
-0.959184, 0.0978759, -0.102041
-0.959184, 0.0587255, -0.0612245
-0.959184, 0.0195752, -0.0204082
-0.959184, -0.0195752, 0.0204082
-0.959184, -0.0587255, 0.0612245
-0.959184, -0.0978758, 0.102041
-0.959184, -0.137026, 0.142857
-0.959184, -0.176177, 0.183674
-0.959184, -0.215327, 0.22449
-0.959184, -0.254477, 0.265306
-0.959184, -0.293628, 0.306122
-0.959184, -0.332778, 0.346939
-0.959184, -0.371928, 0.387755
-0.959184, -0.411079, 0.428571
-0.959184, -0.450229, 0.469388
-0.959184, -0.489379, 0.510204
-0.959184, -0.52853, 0.55102
-0.959184, -0.56768, 0.591837
-0.959184, -0.606831, 0.632653
-0.959184, -0.645981, 0.673469
-0.959184, -0.685131, 0.714286
-0.959184, -0.724282, 0.755102
-0.959184, -0.763432, 0.795918
-0.959184, -0.802582, 0.836735
-0.959184, -0.841733, 0.877551
-0.959184, -0.880883, 0.918367
-0.959184, -0.920033, 0.959184
-0.959184, -0.959184, 1
-0.918367, 0.918367, -1
-0.918367, 0.880883, -0.959184
-0.918367, 0.843399, -0.918367
-0.918367, 0.805914, -0.877551
-0.918367, 0.76843, -0.836735
-0.918367, 0.730945, -0.795918
-0.918367, 0.693461, -0.755102
-0.918367, 0.655977, -0.714286
-0.918367, 0.618492, -0.673469
-0.918367, 0.581008, -0.632653
-0.918367, 0.543523, -0.591837
-0.918367, 0.506039, -0.55102
-0.918367, 0.468555, -0.510204
-0.918367, 0.43107, -0.469388
-0.918367, 0.393586, -0.428571
-0.918367, 0.356102, -0.387755
-0.918367, 0.318617, -0.346939
-0.918367, 0.281133, -0.306122
-0.918367, 0.243648, -0.265306
