Number of Points: 50
1, -1, 0
0.968583, -0.96, 0.24869
0.876307, -0.92, 0.481754
0.728969, -0.88, 0.684547
0.535827, -0.84, 0.844328
0.309017, -0.8, 0.951057
0.0627904, -0.76, 0.998027
-0.187381, -0.72, 0.982287
-0.425779, -0.68, 0.904827
-0.637424, -0.64, 0.770513
-0.809017, -0.6, 0.587785
-0.929777, -0.56, 0.368124
-0.992115, -0.52, 0.125333
-0.992115, -0.48, -0.125333
-0.929776, -0.44, -0.368125
-0.809017, -0.4, -0.587785
-0.637424, -0.36, -0.770513
-0.425779, -0.32, -0.904827
-0.187381, -0.28, -0.982287
0.0627906, -0.24, -0.998027
0.309017, -0.2, -0.951056
0.535827, -0.16, -0.844328
0.728969, -0.12, -0.684547
0.876307, -0.08, -0.481753
0.968583, -0.04, -0.248689
1, 0, 1.74846e-07
0.968583, 0.04, 0.24869
0.876306, 0.08, 0.481754
0.728968, 0.12, 0.684547
0.535826, 0.16, 0.844328
0.309017, 0.2, 0.951057
0.0627902, 0.24, 0.998027
-0.187382, 0.28, 0.982287
-0.42578, 0.32, 0.904827
-0.637424, 0.36, 0.770513
-0.809017, 0.4, 0.587785
-0.929777, 0.44, 0.368124
-0.992115, 0.48, 0.125332
-0.992115, 0.52, -0.125333
-0.929776, 0.56, -0.368125
-0.809017, 0.6, -0.587785
-0.637424, 0.64, -0.770513
-0.425779, 0.68, -0.904827
-0.187381, 0.72, -0.982287
0.0627912, 0.76, -0.998027
0.309018, 0.8, -0.951056
0.535828, 0.84, -0.844327
0.728969, 0.88, -0.684546
0.876307, 0.92, -0.481753
0.968583, 0.96, -0.24869
